MouseID,AgeInDays,Phenotyping
DO-2D-4123,854,facs
DO-AL-0124,163,facs
DO-20-1124,163,facs
DO-20-1124,489,facs
DO-20-1124,854,facs
DO-40-2124,163,facs
DO-40-2124,490,facs
DO-40-2124,854,facs
DO-1D-3124,163,facs
DO-1D-3124,490,facs
DO-1D-3124,854,facs
DO-2D-4124,163,facs
DO-2D-4124,490,facs
DO-2D-4124,854,facs
DO-AL-0125,163,facs
DO-AL-0125,489,facs
DO-AL-0125,854,facs
DO-20-1125,163,facs
DO-20-1125,489,facs
DO-40-2125,163,facs
DO-40-2125,490,facs
DO-40-2125,854,facs
DO-1D-3125,163,facs
DO-2D-4125,163,facs
DO-2D-4125,490,facs
DO-AL-0126,163,facs
DO-AL-0126,489,facs
DO-20-1126,163,facs
DO-20-1126,489,facs
DO-20-1126,854,facs
DO-40-2126,163,facs
DO-40-2126,490,facs
DO-40-2126,854,facs
DO-1D-3126,163,facs
DO-1D-3126,490,facs
DO-2D-4126,163,facs
DO-AL-0127,163,facs
DO-AL-0127,489,facs
DO-20-1127,163,facs
DO-20-1127,489,facs
DO-20-1127,854,facs
DO-40-2127,163,facs
DO-40-2127,490,facs
DO-1D-3127,163,facs
DO-1D-3127,490,facs
DO-2D-4127,163,facs
DO-2D-4127,490,facs
DO-AL-0128,163,facs
DO-AL-0128,489,facs
DO-AL-0128,854,facs
DO-20-1128,163,facs
DO-20-1128,489,facs
DO-20-1128,854,facs
DO-40-2128,163,facs
DO-40-2128,490,facs
DO-1D-3128,163,facs
DO-2D-4128,163,facs
DO-2D-4128,490,facs
DO-2D-4128,854,facs
DO-AL-0129,153,facs
DO-20-1129,153,facs
DO-20-1129,489,facs
DO-20-1129,853,facs
DO-40-2129,153,facs
DO-40-2129,489,facs
DO-1D-3129,154,facs
DO-1D-3129,490,facs
DO-2D-4129,154,facs
DO-2D-4129,490,facs
DO-AL-0130,153,facs
DO-AL-0130,489,facs
DO-20-1130,153,facs
DO-20-1130,489,facs
DO-40-2130,153,facs
DO-40-2130,489,facs
DO-40-2130,853,facs
DO-1D-3130,154,facs
DO-1D-3130,490,facs
DO-2D-4130,154,facs
DO-2D-4130,490,facs
DO-2D-4130,853,facs
DO-AL-0131,153,facs
DO-AL-0131,489,facs
DO-AL-0131,853,facs
DO-20-1131,153,facs
DO-20-1131,489,facs
DO-20-1131,853,facs
DO-40-2131,153,facs
DO-40-2131,489,facs
DO-1D-3131,154,facs
DO-1D-3131,490,facs
DO-1D-3131,853,facs
DO-2D-4131,154,facs
DO-2D-4131,490,facs
DO-2D-4131,853,facs
DO-AL-0132,153,facs
DO-AL-0132,489,facs
DO-20-1132,153,facs
DO-20-1132,489,facs
DO-20-1132,853,facs
DO-40-2132,153,facs
DO-40-2132,489,facs
DO-40-2132,853,facs
DO-1D-3132,154,facs
DO-1D-3132,490,facs
DO-2D-4132,154,facs
DO-2D-4132,490,facs
DO-2D-4132,853,facs
DO-AL-0133,153,facs
DO-AL-0133,489,facs
DO-AL-0133,853,facs
DO-20-1133,153,facs
DO-20-1133,489,facs
DO-40-2133,153,facs
DO-40-2133,489,facs
DO-40-2133,853,facs
DO-1D-3133,154,facs
DO-1D-3133,490,facs
DO-2D-4133,154,facs
DO-2D-4133,490,facs
DO-2D-4133,853,facs
DO-AL-0134,153,facs
DO-AL-0134,489,facs
DO-20-1134,153,facs
DO-20-1134,489,facs
DO-40-2134,153,facs
DO-40-2134,489,facs
DO-40-2134,853,facs
DO-1D-3134,154,facs
DO-1D-3134,490,facs
DO-1D-3134,853,facs
DO-2D-4134,154,facs
DO-2D-4134,490,facs
DO-AL-0135,153,facs
DO-AL-0135,489,facs
DO-20-1135,153,facs
DO-20-1135,489,facs
DO-20-1135,853,facs
DO-40-2135,153,facs
DO-40-2135,489,facs
DO-40-2135,853,facs
DO-1D-3135,154,facs
DO-1D-3135,490,facs
DO-1D-3135,853,facs
DO-2D-4135,154,facs
DO-AL-0136,153,facs
DO-AL-0136,489,facs
DO-AL-0136,853,facs
DO-20-1136,153,facs
DO-20-1136,489,facs
DO-20-1136,853,facs
DO-40-2136,153,facs
DO-40-2136,489,facs
DO-40-2136,853,facs
DO-1D-3136,154,facs
DO-1D-3136,490,facs
DO-1D-3136,853,facs
DO-2D-4136,154,facs
DO-2D-4136,490,facs
DO-2D-4136,853,facs
DO-AL-0137,153,facs
DO-AL-0137,489,facs
DO-20-1137,153,facs
DO-40-2137,154,facs
DO-40-2137,490,facs
DO-40-2137,853,facs
DO-1D-3137,154,facs
DO-1D-3137,490,facs
DO-1D-3137,853,facs
DO-2D-4137,154,facs
DO-2D-4137,490,facs
DO-2D-4137,853,facs
DO-AL-0138,153,facs
DO-AL-0138,489,facs
DO-20-1138,153,facs
DO-20-1138,489,facs
DO-20-1138,853,facs
DO-40-2138,154,facs
DO-40-2138,490,facs
DO-1D-3138,154,facs
DO-1D-3138,490,facs
DO-2D-4138,154,facs
DO-AL-0139,153,facs
DO-AL-0139,489,facs
DO-20-1139,153,facs
DO-20-1139,489,facs
DO-40-2139,154,facs
DO-40-2139,490,facs
DO-1D-3139,154,facs
DO-1D-3139,490,facs
DO-1D-3139,853,facs
DO-2D-4139,154,facs
DO-2D-4139,490,facs
DO-2D-4139,853,facs
DO-AL-0140,153,facs
DO-AL-0140,489,facs
DO-AL-0140,853,facs
DO-20-1140,153,facs
DO-20-1140,489,facs
DO-40-2140,154,facs
DO-40-2140,490,facs
DO-40-2140,853,facs
DO-1D-3140,154,facs
DO-2D-4140,154,facs
DO-2D-4140,490,facs
DO-AL-0141,153,facs
DO-AL-0141,489,facs
DO-AL-0141,853,facs
DO-20-1141,153,facs
DO-20-1141,489,facs
DO-40-2141,154,facs
DO-40-2141,490,facs
DO-40-2141,853,facs
DO-1D-3141,154,facs
DO-1D-3141,490,facs
DO-1D-3141,853,facs
DO-2D-4141,154,facs
DO-2D-4141,490,facs
DO-AL-0142,153,facs
DO-AL-0142,489,facs
DO-AL-0142,853,facs
DO-20-1142,153,facs
DO-20-1142,489,facs
DO-20-1142,853,facs
DO-40-2142,154,facs
DO-40-2142,490,facs
DO-1D-3142,154,facs
DO-1D-3142,490,facs
DO-1D-3142,853,facs
DO-2D-4142,154,facs
DO-2D-4142,490,facs
DO-2D-4142,853,facs
DO-AL-0143,153,facs
DO-AL-0143,489,facs
DO-AL-0143,853,facs
DO-20-1143,153,facs
DO-20-1143,489,facs
DO-40-2143,154,facs
DO-40-2143,490,facs
DO-40-2143,853,facs
DO-1D-3143,154,facs
DO-1D-3143,490,facs
DO-1D-3143,853,facs
DO-2D-4143,154,facs
DO-2D-4143,490,facs
DO-2D-4143,853,facs
DO-AL-0144,153,facs
DO-AL-0144,489,facs
DO-20-1144,153,facs
DO-40-2144,154,facs
DO-40-2144,490,facs
DO-40-2144,853,facs
DO-1D-3144,154,facs
DO-2D-4144,154,facs
DO-2D-4144,490,facs
DO-2D-4144,853,facs
DO-AL-0145,155,facs
DO-AL-0145,496,facs
DO-AL-0145,853,facs
DO-20-1145,155,facs
DO-20-1145,496,facs
DO-40-2145,155,facs
DO-40-2145,496,facs
DO-40-2145,853,facs
DO-1D-3145,156,facs
DO-1D-3145,497,facs
DO-1D-3145,853,facs
DO-2D-4145,156,facs
DO-2D-4145,497,facs
DO-2D-4145,853,facs
DO-AL-0146,155,facs
DO-20-1146,155,facs
DO-20-1146,496,facs
DO-20-1146,853,facs
DO-40-2146,155,facs
DO-40-2146,496,facs
DO-40-2146,853,facs
DO-1D-3146,156,facs
DO-1D-3146,497,facs
DO-1D-3146,853,facs
DO-2D-4146,156,facs
DO-2D-4146,497,facs
DO-AL-0147,155,facs
DO-AL-0147,496,facs
DO-AL-0147,853,facs
DO-20-1147,155,facs
DO-20-1147,496,facs
DO-20-1147,853,facs
DO-40-2147,155,facs
DO-40-2147,496,facs
DO-40-2147,853,facs
DO-1D-3147,156,facs
DO-2D-4147,156,facs
DO-2D-4147,497,facs
DO-2D-4147,853,facs
DO-AL-0148,155,facs
DO-20-1148,155,facs
DO-20-1148,496,facs
DO-40-2148,155,facs
DO-40-2148,496,facs
DO-1D-3148,156,facs
DO-1D-3148,497,facs
DO-2D-4148,156,facs
DO-2D-4148,497,facs
DO-2D-4148,853,facs
DO-AL-0149,155,facs
DO-AL-0149,496,facs
DO-AL-0149,853,facs
DO-20-1149,155,facs
DO-20-1149,496,facs
DO-20-1149,853,facs
DO-40-2149,155,facs
DO-40-2149,496,facs
DO-40-2149,853,facs
DO-1D-3149,156,facs
DO-1D-3149,497,facs
DO-2D-4149,156,facs
DO-2D-4149,497,facs
DO-2D-4149,853,facs
DO-AL-0150,155,facs
DO-AL-0150,496,facs
DO-AL-0150,853,facs
DO-20-1150,155,facs
DO-20-1150,496,facs
DO-20-1150,853,facs
DO-40-2150,155,facs
DO-40-2150,496,facs
DO-40-2150,853,facs
DO-1D-3150,156,facs
DO-2D-4150,156,facs
DO-2D-4150,497,facs
DO-2D-4150,853,facs
DO-AL-0151,155,facs
DO-20-1151,155,facs
DO-20-1151,496,facs
DO-20-1151,853,facs
DO-40-2151,155,facs
DO-40-2151,496,facs
DO-40-2151,853,facs
DO-1D-3151,156,facs
DO-1D-3151,497,facs
DO-2D-4151,156,facs
DO-2D-4151,497,facs
DO-2D-4151,853,facs
DO-AL-0152,155,facs
DO-AL-0152,496,facs
DO-20-1152,155,facs
DO-20-1152,496,facs
DO-20-1152,853,facs
DO-40-2152,155,facs
DO-40-2152,496,facs
DO-40-2152,853,facs
DO-1D-3152,156,facs
DO-1D-3152,497,facs
DO-2D-4152,156,facs
DO-2D-4152,497,facs
DO-AL-0153,155,facs
DO-AL-0153,496,facs
DO-AL-0153,853,facs
DO-20-1153,155,facs
DO-40-2153,156,facs
DO-40-2153,497,facs
DO-40-2153,853,facs
DO-1D-3153,156,facs
DO-1D-3153,497,facs
DO-AL-0154,155,facs
DO-AL-0154,496,facs
DO-20-1154,155,facs
DO-20-1154,496,facs
DO-40-2154,156,facs
DO-40-2154,497,facs
DO-40-2154,853,facs
DO-1D-3154,156,facs
DO-1D-3154,497,facs
DO-1D-3154,853,facs
DO-2D-4154,156,facs
DO-2D-4154,497,facs
DO-AL-0155,155,facs
DO-AL-0155,496,facs
DO-20-1155,155,facs
DO-40-2155,156,facs
DO-1D-3155,156,facs
DO-1D-3155,497,facs
DO-1D-3155,853,facs
DO-2D-4155,156,facs
DO-2D-4155,497,facs
DO-AL-0156,155,facs
DO-AL-0156,496,facs
DO-20-1156,155,facs
DO-20-1156,496,facs
DO-20-1156,853,facs
DO-40-2156,156,facs
DO-40-2156,497,facs
DO-40-2156,853,facs
DO-1D-3156,156,facs
DO-1D-3156,497,facs
DO-2D-4156,156,facs
DO-2D-4156,497,facs
DO-AL-0157,155,facs
DO-AL-0157,496,facs
DO-AL-0157,853,facs
DO-20-1157,155,facs
DO-20-1157,496,facs
DO-20-1157,853,facs
DO-40-2157,156,facs
DO-40-2157,497,facs
DO-40-2157,853,facs
DO-1D-3157,156,facs
DO-1D-3157,497,facs
DO-2D-4157,156,facs
DO-2D-4157,497,facs
DO-2D-4157,853,facs
DO-AL-0158,155,facs
DO-AL-0158,496,facs
DO-AL-0158,853,facs
DO-20-1158,155,facs
DO-20-1158,496,facs
DO-20-1158,853,facs
DO-40-2158,156,facs
DO-40-2158,497,facs
DO-40-2158,853,facs
DO-1D-3158,156,facs
DO-1D-3158,497,facs
DO-2D-4158,156,facs
DO-2D-4158,497,facs
DO-2D-4158,853,facs
DO-AL-0159,155,facs
DO-AL-0159,496,facs
DO-20-1159,155,facs
DO-20-1159,496,facs
DO-40-2159,156,facs
DO-40-2159,497,facs
DO-40-2159,853,facs
DO-1D-3159,156,facs
DO-1D-3159,497,facs
DO-2D-4159,156,facs
DO-2D-4159,497,facs
DO-2D-4159,853,facs
DO-AL-0160,155,facs
DO-20-1160,155,facs
DO-20-1160,496,facs
DO-20-1160,853,facs
DO-40-2160,156,facs
DO-40-2160,497,facs
DO-40-2160,853,facs
DO-1D-3160,156,facs
DO-1D-3160,497,facs
DO-2D-4160,156,facs
DO-AL-0161,155,facs
DO-AL-0161,490,facs
DO-AL-0161,853,facs
DO-20-1161,155,facs
DO-20-1161,490,facs
DO-20-1161,853,facs
DO-1D-3161,156,facs
DO-1D-3161,491,facs
DO-1D-3161,853,facs
DO-2D-4161,156,facs
DO-2D-4161,491,facs
DO-AL-0162,155,facs
DO-AL-0162,490,facs
DO-AL-0162,853,facs
DO-20-1162,155,facs
DO-40-2162,155,facs
DO-40-2162,490,facs
DO-40-2162,853,facs
DO-1D-3162,156,facs
DO-2D-4162,156,facs
DO-2D-4162,491,facs
DO-2D-4162,853,facs
DO-AL-0163,155,facs
DO-AL-0163,490,facs
DO-AL-0163,853,facs
DO-20-1163,155,facs
DO-20-1163,490,facs
DO-1D-3163,156,facs
DO-1D-3163,491,facs
DO-1D-3163,853,facs
DO-2D-4163,156,facs
DO-2D-4163,491,facs
DO-AL-0164,155,facs
DO-AL-0164,490,facs
DO-20-1164,155,facs
DO-20-1164,490,facs
DO-20-1164,853,facs
DO-40-2164,155,facs
DO-40-2164,490,facs
DO-40-2164,853,facs
DO-1D-3164,156,facs
DO-1D-3164,491,facs
DO-1D-3164,853,facs
DO-2D-4164,156,facs
DO-2D-4164,491,facs
DO-2D-4164,853,facs
DO-AL-0165,155,facs
DO-AL-0165,490,facs
DO-20-1165,155,facs
DO-20-1165,490,facs
DO-20-1165,853,facs
DO-40-2165,155,facs
DO-40-2165,490,facs
DO-1D-3165,156,facs
DO-1D-3165,491,facs
DO-2D-4165,156,facs
DO-2D-4165,491,facs
DO-2D-4165,853,facs
DO-AL-0166,155,facs
DO-AL-0166,490,facs
DO-20-1166,155,facs
DO-20-1166,490,facs
DO-40-2166,155,facs
DO-1D-3166,156,facs
DO-1D-3166,491,facs
DO-2D-4166,156,facs
DO-AL-0167,155,facs
DO-AL-0167,490,facs
DO-20-1167,155,facs
DO-40-2167,155,facs
DO-40-2167,490,facs
DO-40-2167,853,facs
DO-1D-3167,156,facs
DO-1D-3167,491,facs
DO-2D-4167,156,facs
DO-2D-4167,491,facs
DO-2D-4167,853,facs
DO-20-1168,155,facs
DO-20-1168,490,facs
DO-20-1168,853,facs
DO-40-2168,155,facs
DO-40-2168,490,facs
DO-40-2168,853,facs
DO-1D-3168,156,facs
DO-1D-3168,491,facs
DO-1D-3168,853,facs
DO-2D-4168,156,facs
DO-2D-4168,491,facs
DO-2D-4168,853,facs
DO-AL-0169,155,facs
DO-AL-0169,490,facs
DO-20-1169,155,facs
DO-40-2169,156,facs
DO-40-2169,491,facs
DO-1D-3169,156,facs
DO-1D-3169,491,facs
DO-1D-3169,853,facs
DO-2D-4169,156,facs
DO-AL-0170,155,facs
DO-AL-0170,490,facs
DO-20-1170,155,facs
DO-20-1170,490,facs
DO-20-1170,853,facs
DO-40-2170,156,facs
DO-40-2170,491,facs
DO-1D-3170,156,facs
DO-1D-3170,491,facs
DO-1D-3170,853,facs
DO-2D-4170,156,facs
DO-2D-4170,491,facs
DO-AL-0171,155,facs
DO-AL-0171,490,facs
DO-20-1171,155,facs
DO-20-1171,490,facs
DO-20-1171,853,facs
DO-40-2171,156,facs
DO-40-2171,491,facs
DO-40-2171,853,facs
DO-1D-3171,156,facs
DO-1D-3171,491,facs
DO-2D-4171,156,facs
DO-2D-4171,491,facs
DO-2D-4171,853,facs
DO-AL-0172,155,facs
DO-AL-0172,490,facs
DO-AL-0172,853,facs
DO-20-1172,155,facs
DO-20-1172,490,facs
DO-40-2172,156,facs
DO-40-2172,491,facs
DO-40-2172,853,facs
DO-1D-3172,156,facs
DO-1D-3172,491,facs
DO-2D-4172,156,facs
DO-2D-4172,491,facs
DO-2D-4172,853,facs
DO-AL-0173,155,facs
DO-AL-0173,490,facs
DO-AL-0173,853,facs
DO-20-1173,155,facs
DO-20-1173,490,facs
DO-20-1173,853,facs
DO-40-2173,156,facs
DO-40-2173,491,facs
DO-1D-3173,156,facs
DO-1D-3173,491,facs
DO-2D-4173,156,facs
DO-AL-0174,155,facs
DO-AL-0174,490,facs
DO-20-1174,155,facs
DO-20-1174,490,facs
DO-20-1174,853,facs
DO-40-2174,156,facs
DO-40-2174,491,facs
DO-40-2174,853,facs
DO-1D-3174,156,facs
DO-1D-3174,491,facs
DO-1D-3174,853,facs
DO-2D-4174,156,facs
DO-2D-4174,491,facs
DO-2D-4174,853,facs
DO-AL-0175,155,facs
DO-AL-0175,490,facs
DO-AL-0175,853,facs
DO-20-1175,155,facs
DO-20-1175,490,facs
DO-20-1175,853,facs
DO-40-2175,156,facs
DO-40-2175,491,facs
DO-40-2175,853,facs
DO-1D-3175,156,facs
DO-1D-3175,491,facs
DO-1D-3175,853,facs
DO-2D-4175,156,facs
DO-AL-0176,155,facs
DO-AL-0176,490,facs
DO-AL-0176,853,facs
DO-20-1176,155,facs
DO-20-1176,490,facs
DO-20-1176,853,facs
DO-40-2176,156,facs
DO-40-2176,491,facs
DO-40-2176,853,facs
DO-1D-3176,156,facs
DO-1D-3176,491,facs
DO-2D-4176,156,facs
DO-2D-4176,491,facs
DO-AL-0177,156,facs
DO-AL-0177,489,facs
DO-20-1177,156,facs
DO-20-1177,489,facs
DO-40-2177,156,facs
DO-40-2177,489,facs
DO-1D-3177,157,facs
DO-1D-3177,489,facs
DO-1D-3177,853,facs
DO-2D-4177,157,facs
DO-2D-4177,489,facs
DO-2D-4177,853,facs
DO-AL-0178,156,facs
DO-20-1178,156,facs
DO-20-1178,489,facs
DO-20-1178,853,facs
DO-40-2178,156,facs
DO-40-2178,489,facs
DO-40-2178,853,facs
DO-1D-3178,157,facs
DO-1D-3178,489,facs
DO-1D-3178,853,facs
DO-2D-4178,157,facs
DO-2D-4178,489,facs
DO-2D-4178,853,facs
DO-AL-0179,156,facs
DO-AL-0179,489,facs
DO-AL-0179,853,facs
DO-20-1179,156,facs
DO-20-1179,489,facs
DO-20-1179,853,facs
DO-40-2179,156,facs
DO-40-2179,489,facs
DO-40-2179,853,facs
DO-1D-3179,157,facs
DO-2D-4179,157,facs
DO-2D-4179,489,facs
DO-AL-0180,156,facs
DO-AL-0180,489,facs
DO-AL-0180,853,facs
DO-20-1180,156,facs
DO-20-1180,489,facs
DO-40-2180,156,facs
DO-40-2180,489,facs
DO-1D-3180,157,facs
DO-1D-3180,489,facs
DO-1D-3180,853,facs
DO-2D-4180,157,facs
DO-2D-4180,489,facs
DO-2D-4180,853,facs
DO-AL-0181,156,facs
DO-AL-0181,489,facs
DO-AL-0181,853,facs
DO-20-1181,156,facs
DO-20-1181,489,facs
DO-20-1181,853,facs
DO-40-2181,156,facs
DO-40-2181,489,facs
DO-40-2181,853,facs
DO-1D-3181,157,facs
DO-1D-3181,489,facs
DO-2D-4181,157,facs
DO-2D-4181,489,facs
DO-AL-0182,156,facs
DO-AL-0182,489,facs
DO-20-1182,156,facs
DO-40-2182,156,facs
DO-40-2182,489,facs
DO-40-2182,853,facs
DO-1D-3182,157,facs
DO-1D-3182,489,facs
DO-1D-3182,853,facs
DO-2D-4182,157,facs
DO-AL-0183,156,facs
DO-20-1183,156,facs
DO-20-1183,489,facs
DO-20-1183,853,facs
DO-40-2183,156,facs
DO-40-2183,489,facs
DO-40-2183,853,facs
DO-1D-3183,157,facs
DO-1D-3183,489,facs
DO-2D-4183,157,facs
DO-2D-4183,489,facs
DO-AL-0184,156,facs
DO-AL-0184,489,facs
DO-AL-0184,853,facs
DO-20-1184,156,facs
DO-20-1184,489,facs
DO-40-2184,156,facs
DO-40-2184,489,facs
DO-40-2184,853,facs
DO-1D-3184,157,facs
DO-1D-3184,489,facs
DO-2D-4184,157,facs
DO-2D-4184,489,facs
DO-2D-4184,853,facs
DO-AL-0185,156,facs
DO-AL-0185,489,facs
DO-AL-0185,853,facs
DO-20-1185,156,facs
DO-40-2185,157,facs
DO-40-2185,489,facs
DO-1D-3185,157,facs
DO-1D-3185,489,facs
DO-1D-3185,853,facs
DO-2D-4185,157,facs
DO-AL-0186,156,facs
DO-AL-0186,489,facs
DO-20-1186,156,facs
DO-20-1186,489,facs
DO-20-1186,853,facs
DO-40-2186,157,facs
DO-40-2186,489,facs
DO-40-2186,853,facs
DO-1D-3186,157,facs
DO-1D-3186,489,facs
DO-2D-4186,157,facs
DO-2D-4186,489,facs
DO-2D-4186,853,facs
DO-AL-0187,156,facs
DO-20-1187,156,facs
DO-20-1187,489,facs
DO-40-2187,157,facs
DO-40-2187,489,facs
DO-40-2187,853,facs
DO-1D-3187,157,facs
DO-2D-4187,157,facs
DO-2D-4187,489,facs
DO-AL-0188,156,facs
DO-AL-0188,489,facs
DO-AL-0188,853,facs
DO-20-1188,156,facs
DO-20-1188,489,facs
DO-20-1188,853,facs
DO-40-2188,157,facs
DO-40-2188,489,facs
DO-1D-3188,157,facs
DO-1D-3188,489,facs
DO-1D-3188,853,facs
DO-2D-4188,157,facs
DO-2D-4188,489,facs
DO-AL-0189,156,facs
DO-AL-0189,489,facs
DO-20-1189,156,facs
DO-20-1189,489,facs
DO-20-1189,853,facs
DO-40-2189,157,facs
DO-40-2189,489,facs
DO-40-2189,853,facs
DO-1D-3189,157,facs
DO-1D-3189,489,facs
DO-1D-3189,853,facs
DO-2D-4189,157,facs
DO-2D-4189,489,facs
DO-AL-0190,156,facs
DO-20-1190,156,facs
DO-20-1190,489,facs
DO-20-1190,853,facs
DO-40-2190,157,facs
DO-1D-3190,157,facs
DO-1D-3190,489,facs
DO-1D-3190,853,facs
DO-2D-4190,157,facs
DO-2D-4190,489,facs
DO-2D-4190,853,facs
DO-AL-0191,156,facs
DO-AL-0191,489,facs
DO-20-1191,156,facs
DO-20-1191,489,facs
DO-20-1191,853,facs
DO-40-2191,157,facs
DO-40-2191,489,facs
DO-1D-3191,157,facs
DO-1D-3191,489,facs
DO-2D-4191,157,facs
DO-2D-4191,489,facs
DO-AL-0192,156,facs
DO-20-1192,156,facs
DO-20-1192,489,facs
DO-40-2192,157,facs
DO-40-2192,489,facs
DO-40-2192,853,facs
DO-1D-3192,157,facs
DO-1D-3192,489,facs
DO-2D-4192,157,facs
DO-2D-4192,489,facs
DO-2D-4192,853,facs
DO-AL-0097,695,homecage_wheel_running
DO-2D-4099,695,homecage_wheel_running
DO-AL-0102,695,homecage_wheel_running
DO-20-1099,695,homecage_wheel_running
DO-1D-3101,695,homecage_wheel_running
DO-2D-4100,695,homecage_wheel_running
DO-AL-0103,695,homecage_wheel_running
DO-20-1100,695,homecage_wheel_running
DO-40-2101,695,homecage_wheel_running
DO-1D-3102,695,homecage_wheel_running
DO-20-1097,695,homecage_wheel_running
DO-2D-4102,695,homecage_wheel_running
DO-AL-0104,695,homecage_wheel_running
DO-20-1101,695,homecage_wheel_running
DO-40-2102,695,homecage_wheel_running
DO-40-2097,695,homecage_wheel_running
DO-1D-3097,695,homecage_wheel_running
DO-2D-4097,695,homecage_wheel_running
DO-AL-0098,695,homecage_wheel_running
DO-20-1098,695,homecage_wheel_running
DO-40-2099,695,homecage_wheel_running
DO-1D-3098,695,homecage_wheel_running
DO-1D-3103,695,homecage_wheel_running
DO-40-2105,695,homecage_wheel_running
DO-1D-3107,695,homecage_wheel_running
DO-2D-4106,695,homecage_wheel_running
DO-AL-0107,695,homecage_wheel_running
DO-20-1109,695,homecage_wheel_running
DO-40-2107,695,homecage_wheel_running
DO-1D-3110,695,homecage_wheel_running
DO-2D-4108,695,homecage_wheel_running
DO-AL-0108,695,homecage_wheel_running
DO-20-1110,695,homecage_wheel_running
DO-2D-4104,695,homecage_wheel_running
DO-40-2108,695,homecage_wheel_running
DO-1D-3111,695,homecage_wheel_running
DO-2D-4109,695,homecage_wheel_running
DO-AL-0109,695,homecage_wheel_running
DO-20-1111,695,homecage_wheel_running
DO-40-2111,695,homecage_wheel_running
DO-1D-3112,695,homecage_wheel_running
DO-2D-4112,695,homecage_wheel_running
DO-AL-0112,695,homecage_wheel_running
DO-20-1112,695,homecage_wheel_running
DO-AL-0105,695,homecage_wheel_running
DO-20-1102,695,homecage_wheel_running
DO-40-2103,695,homecage_wheel_running
DO-1D-3104,695,homecage_wheel_running
DO-2D-4105,695,homecage_wheel_running
DO-AL-0106,695,homecage_wheel_running
DO-20-1106,695,homecage_wheel_running
DO-AL-0177,331,homecage_wheel_running
DO-2D-4178,331,homecage_wheel_running
DO-AL-0180,331,homecage_wheel_running
DO-20-1179,331,homecage_wheel_running
DO-40-2179,331,homecage_wheel_running
DO-1D-3179,331,homecage_wheel_running
DO-2D-4179,331,homecage_wheel_running
DO-AL-0181,331,homecage_wheel_running
DO-20-1180,331,homecage_wheel_running
DO-40-2180,331,homecage_wheel_running
DO-1D-3180,331,homecage_wheel_running
DO-20-1177,331,homecage_wheel_running
DO-2D-4180,331,homecage_wheel_running
DO-AL-0182,331,homecage_wheel_running
DO-20-1181,331,homecage_wheel_running
DO-40-2181,331,homecage_wheel_running
DO-1D-3181,331,homecage_wheel_running
DO-2D-4181,331,homecage_wheel_running
DO-AL-0183,331,homecage_wheel_running
DO-20-1182,331,homecage_wheel_running
DO-40-2182,331,homecage_wheel_running
DO-1D-3182,331,homecage_wheel_running
DO-40-2177,331,homecage_wheel_running
DO-2D-4182,331,homecage_wheel_running
DO-AL-0184,331,homecage_wheel_running
DO-20-1183,331,homecage_wheel_running
DO-40-2183,331,homecage_wheel_running
DO-1D-3183,331,homecage_wheel_running
DO-2D-4183,331,homecage_wheel_running
DO-AL-0185,331,homecage_wheel_running
DO-20-1184,331,homecage_wheel_running
DO-1D-3177,331,homecage_wheel_running
DO-2D-4177,331,homecage_wheel_running
DO-AL-0179,331,homecage_wheel_running
DO-20-1178,331,homecage_wheel_running
DO-40-2178,331,homecage_wheel_running
DO-1D-3178,331,homecage_wheel_running
DO-40-2184,331,homecage_wheel_running
DO-40-2186,331,homecage_wheel_running
DO-1D-3186,331,homecage_wheel_running
DO-AL-0188,331,homecage_wheel_running
DO-20-1187,331,homecage_wheel_running
DO-40-2187,331,homecage_wheel_running
DO-1D-3187,331,homecage_wheel_running
DO-AL-0189,331,homecage_wheel_running
DO-20-1188,331,homecage_wheel_running
DO-40-2188,331,homecage_wheel_running
DO-1D-3188,331,homecage_wheel_running
DO-1D-3184,331,homecage_wheel_running
DO-AL-0190,331,homecage_wheel_running
DO-40-2189,331,homecage_wheel_running
DO-1D-3189,331,homecage_wheel_running
DO-AL-0191,331,homecage_wheel_running
DO-20-1190,331,homecage_wheel_running
DO-40-2190,331,homecage_wheel_running
DO-1D-3190,331,homecage_wheel_running
DO-AL-0192,331,homecage_wheel_running
DO-20-1191,331,homecage_wheel_running
DO-40-2191,331,homecage_wheel_running
DO-2D-4184,331,homecage_wheel_running
DO-1D-3191,331,homecage_wheel_running
DO-20-1192,331,homecage_wheel_running
DO-40-2192,331,homecage_wheel_running
DO-1D-3192,331,homecage_wheel_running
DO-AL-0186,331,homecage_wheel_running
DO-20-1189,331,homecage_wheel_running
DO-40-2185,331,homecage_wheel_running
DO-1D-3185,331,homecage_wheel_running
DO-20-1186,331,homecage_wheel_running
DO-AL-0026,1059,homecage_wheel_running
DO-2D-4027,1059,homecage_wheel_running
DO-20-1027,1059,homecage_wheel_running
DO-40-2023,1059,homecage_wheel_running
DO-1D-3026,1059,homecage_wheel_running
DO-2D-4028,1059,homecage_wheel_running
DO-40-2024,1059,homecage_wheel_running
DO-20-1029,1059,homecage_wheel_running
DO-40-2025,1059,homecage_wheel_running
DO-1D-3028,1059,homecage_wheel_running
DO-40-2027,1059,homecage_wheel_running
DO-20-1022,1059,homecage_wheel_running
DO-2D-4032,1059,homecage_wheel_running
DO-40-2028,1059,homecage_wheel_running
DO-40-2017,1059,homecage_wheel_running
